Link	Condition	Processor	Screen Size	Color	Memory Card Type	Lock Status	SIM Card Slot	Brand	Network	Model	Connectivity	Style	Operating System	Features	Storage Capacity	Camera Resolution	RAM	Seller Notes	Contract	MPN	Model Number	Cellular Band	Manufacturer Warranty	Country/Region of Manufacture	UPC	Chipset Model	EAN	Cosmetic condition	Headphones	Bundled Items	Internet Connectivity	Carrier	Manufacturer Color	Bundle Description	Custom Bundle	Loudspeaker	Build	User Manual	Package Included	Duties and Tax	Charger and cable	Unit Type	Unit Quantity	Network Technology	Cosmetic Condition	Functionality Condition	Data Sanitation Status	Battery Power Rating	Device interface - primary	Audio Jack	Whats in the box	Batteries	Product Dimensions	Phone Talk Time	Special features	Net Quantity	Form factor	Wireless Carrier	Model Name	OS	Item model number	Generic Name	Memory Storage Capacity	Other camera features	Connectivity technologies	Item Dimensions LxWxH	Other display features	Country of Origin	Item Weight	Colour	Manufacturer warranty	Note	Type	Display Resolution	Battery Capacity	物品状况	Fast Fulfillment	Dimensions	Weight	Unlock Status	IMEI	Maximum Magnification	Original box	Wattage	CPU	Speakers	Resolution (Display)	MicroSD card support up to	Rear camera (Imaging)	SIM	Battery	Modified Item	No accessories	Non-Domestic Product	Bundle Listing	US Carrier Compatibility	4G/LTE	Restocking Fees	Charger	Notice	SKU	Compatible Brand	Sensors	SIM Type	Talk Time	USB Type	Size Type	Version	IMEI 2	IMEI 1	Bundle with case	Alert types	CARRIERS	Resolution	Wireless communication technologies	Camera	Important Information	Front Camera	NFC	Quad Back Cameras	GPU	Cellular Technology	GPS	Formfactor	Display technology	Wireless network technology	Accessories	Marca	Certificazione	Batterie Incluse	Origine	Seller Warranty	Grade	LOC	Manufacturer Part Number	Updates	Expansion Slot Type	Mobilfunkstandard	Please note	Extra Features	Audio	Origin	Screen Material	Battery Type	ROM	Cellular	Screen Type	CARRIERS :	Gpu	Five Back Cameras	Modification Description	Network Standard	Bluetooth	Battery life	Water Resistant (IPX grading)	Charging	Microphones	Buttons	Status	Headphone jack	USB connection	Phone Standby Time (with data	4G LTE	Internal SKU	FRONT CAMERA,	Dual Rear Camera	PHONE SCREEN SIZE	HARD DRIVE CAPACITY	CELL PHONE BATTERY	BATTERY STAND BY	BATTERY TALK TIME	CAMERA	MOBILE DEVICE CONNECTIVITY	PRIMARY COLOR	Manufacturer	Mobile Remote Betreiber	Store	Maximum Resolution	Series	Original Box	Farbe	Modell	Speicherkapazität	Compatible Phone Models	Material	Tax	Shipping	Units of size	Quantity	State of block	Frequency mobile phone	Insertion bundle	Manufacturer Colour	ProductReferenceID	Sim Lock	Состояние	Состояние товара	Примечания продавца	sku	HEADPHONES
https://www.ebay.com/itm/165572941770?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		2.5 in	Black		Network Unlocked		Nokia	Unlocked	Nokia 6650	Micro USB	Bar			512 MB	2.0 MP																																																																																																																																																																																								
https://www.ebay.com/itm/334850822766?nordt=true&orig_cvip=true&rt=nc	Used	Qual Comm	6.5 in	Blue	MicroSD	Network Unlocked	Single SIM	Nokia	Unlocked	Nokia G100	4G, Bluetooth	Bar	Android	Fingerprint Sensor	128 GB	13.0 MP	4 GB	“Basic testing done: Charges, powers on, holds a charge. No significant signs of use. Item ...Read moreabout the seller notes“Basic testing done: Charges, powers on, holds a charge. No significant signs of use. Item guaranteed or your money back. Unlocked”Read Lessabout the seller notes			TA-1430			China																																																																																																																																																																																
https://www.ebay.com/itm/165924074521?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		2.5 in			Network Unlocked		Nokia	Unlocked	Nokia 2100	Micro USB	Bar			512 MB	2.0 MP				BLACKBERRYCURVE93303GUNLOCKEDDARKGRAY													Black																																																																																																																																																																							
https://www.ebay.com/itm/125937168967?nordt=true&orig_cvip=true&rt=nc	Used		2.4 in	Silver		Factory Unlocked	Single SIM	Nokia	Unlocked	Nokia N-Gage	Bluetooth	Bar	Symbian	Bluetooth Enabled	128 MB			“A+++ COSMETIC CONDITION”			NEM-4	GSM 1800		Finland																																																																																																																																																																																
https://www.ebay.com/itm/134548187866?nordt=true&orig_cvip=true&rt=nc	Used	Octa Core	6.67 in	Blue	microSDXC	Network Locked	Single SIM	Nokia	Metro	Nokia 100	2G, 3G, 4G, 5G, Bluetooth, DLNA, Dual-Band, GPRS, GPS, Infrared, Micro USB, NFC, Tri-Band, USB, Wi-Fi	Bar	Android	3D Depth Camera, 3D Face Recognition, Accelerometer, Ambient Light Sensor, Barometer, Bluetooth Enabled, Camera, Dust-Resistant, Facial Recognition, Fast Charging, Fingerprint Sensor, Front Camera, GPS, Triple Rear Camera, Ultra Wide-Angle Camera, Water-Resistant, Wi-Fi Capable, Wireless Charging, Video Camera, Speakerphone, Rear Camera, NFC Connectivity, Internet Connectivity	128 GB	48.0 MP	6 GB	“Carrier Compatibility: Metro Only.  This device shows signs of previous usage. Minor scratches and ...Read moreabout the seller notes“Carrier Compatibility: Metro Only.  This device shows signs of previous usage. Minor scratches and dents are visible but the devices is still 100% fully functional. The screen shows a faint shadow, which does not affect functionality.”Read Lessabout the seller notes	Without Contract		X100	2G/3G/4G LTE / 5G			740628031528		0740628031528								No										Grade B+, Screen Shadow																														4470																												Fingerprint, accelerometer, gyro, proximity	Nano SIM	13	microUSB 2.0																																																																																														
https://www.ebay.com/itm/374690182552?nordt=true&orig_cvip=true&rt=nc	For parts or not working	Quad Core	6.5 in	Blue	microSDXC		Dual SIM (SIM + SIM + Memory Card)	Nokia	Unlocked	Nokia 1.4	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	Android	Facial Recognition, Fingerprint Sensor, Dual Rear Cameras	32 GB	8.0 MP, 2.0 MP	2 GB	“LOCKED BY THE PREVIOUS OWNER. HAS POWER. THE TOUCH SCREEN DOESN'T WORK. THE LCD HAS NO VISIBLE ...Read moreabout the seller notes“LOCKED BY THE PREVIOUS OWNER. HAS POWER. THE TOUCH SCREEN DOESN'T WORK. THE LCD HAS NO VISIBLE ISSUES. AS IS. NO FURTHER TESTING HAS BEEN DONE. NO RETURN - NO REFUND - NO WARRANTY. WE ARE NOT SURE IF THE ITEM CAN BE FIXED OR NOT. SELLER DOES NOT TAKE RESPONSIBILITY FOR ANY ADDITIONAL DAMAGE/DEFECT THAT IS NOT DESCRIBED IN THE LISTING.”Read Lessabout the seller notes		F20BTX1892016					Does Not apply	Qualcomm Snapdragon 215	6438409057150																																																																																																																																																																													
https://www.ebay.com/itm/125905411686?nordt=true&orig_cvip=true&rt=nc	For parts or not working: An item that does not function as intended and is not fully operational. ...Read moreabout the conditionFor parts or not working: An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details.See all condition definitionsopens in a new window or tab	Quad Core	5.5 in	White	MicroSD	Network Locked	Single SIM	Nokia	Cricket Wireless	Nokia 3.1 C	4G, USB Type-C	Bar	Android	Fast Charging	32 GB	8.0 MP	2 GB																																																																																																																																																																																							
https://www.ebay.com/itm/374690172527?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab			Silver	MultiMediaCard (MMC)		Single SIM	Nokia	T-Mobile	Nokia N-Gage					3.4 MB					N-GAGE, NOKNGAGECING, 944, NGAGE																																																																																																																																																																																				
https://www.ebay.com/itm/364165962862?nordt=true&orig_cvip=true&rt=nc	For parts or not working: An item that does not function as intended and is not fully operational. ...Read moreabout the conditionFor parts or not working: An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details.See all condition definitionsopens in a new window or tab			Gray				Nokia		3360					Does Not Apply																																																																																																																																																																																									
https://www.ebay.com/itm/255501271692?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	N/A	2.4 in	Black	MicroSDHC	Factory Unlocked	Single SIM	Nokia	Unlocked	Nokia 225 4G	Bluetooth, 4G, Micro USB	Bar	RTOS (Series 30+)	Bluetooth Enabled	128 MB	0.3 MP	64 MB	“This item is in good condition. Grade B to B+ good condition product. The product may show signs of ...Read moreabout the seller notes“This item is in good condition. Grade B to B+ good condition product. The product may show signs of use including small scratches on the back and screen of the device. No dents or heavy deep scratches will be present. The item has been fully tested and is in excellent working order.”Read Lessabout the seller notes	Without Contract	TA1282	TA-1282		None	Vietnam	683346603885	Unisoc T117																																																																																																																																																																														
https://www.ebay.com/itm/165973186524?nordt=true&orig_cvip=true&rt=nc	Open box	Single Core	2.4 in	Blue		Network Unlocked	Single SIM	Nokia	Unlocked	Nokia 3310	2G	Bar	Symbian		128 MB			“95% New”	Without Contract	Dose not apply			1 year																																																																																																																																																																																	
https://www.ebay.com/itm/394622955227?nordt=true&orig_cvip=true&rt=nc	Used		2.4 in	Charcoal	MicroSDHC		Dual SIM (SIM + SIM + Memory Card)	Nokia	Unlocked	Nokia 6300 4G	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	KaiOS	Internet Connectivity	4 GB	0.3 MP	512 MB	“Tested. Great Shape. No charger.”		16LIOB11A03						Qualcomm Snapdragon 210		Excellent																																													Spotting Scope									60x											Yes																																																																																																											
https://www.ebay.com/itm/304908193095?nordt=true&orig_cvip=true&rt=nc	Used	Octa Core	6.5 in	Gray	microSDXC	Network Locked	Single SIM	Nokia	TracFone	Nokia G300	USB Type-C, 5G, Bluetooth, 4G, 3G, Wi-Fi, 2G, NFC, GPS, LTE	Bar	Android	Proximity Sensor, Accelerometer, Fingerprint Sensor	64 GB	16.0 MP	4 GB	"“Fully Working Ready to Activate!

Listing Title Contains Important Information:
Brand, Model, ...Read moreabout the seller notes“Fully Working Ready to Activate!

Listing Title Contains Important Information:
Brand, Model, Storage Capacity, Model # and (Network Carrier) The network carrier will be in parentheses in the title. Please be sure to check the title for this information.

Cosmetic Condition: Good
The screen will have some scratching. The body may have light scratches, nicks, scuffs and/or tiny dents.

Included:
Device & Battery only

Not Included:
Manual, SD Card, SIM Card, Charger, Data Cable

This device's functionality is fully guaranteed. If issues are found, other than those mentioned in this listing, we replace or refund free!”Read Lessabout the seller notes"	Prepaid	TFNKN1374DCP	N1374DL				0616960428527																																																																																																																																																																															
https://www.ebay.com/itm/165935222066?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Dual Core	2.4 in		MicroSDHC	Factory Unlocked	Dual SIM (SIM + SIM)	Nokia	Unlocked	Nokia 8110	Bluetooth, Wi-Fi	Slider	KaiOS	Bluetooth Enabled, Camera	4 GB	2.0 MP	512 MB		Without Contract		8110																																																																																																																																																																																			
https://www.ebay.com/itm/334831689462?nordt=true&orig_cvip=true&rt=nc	Used	Qualcomm 8909 Mobile Platform	2.8 in	Black	MicroSDHC	Network Locked	Single SIM	Verizon Wireless		Nokia 2720	4G	Flip	KaiOS	2MP Camera with Flash, Google Assistant built-in, Hearing Aid Compatible, Bluetooth Enabled, Wi-Fi Capable	4 GB	2.0 MP	512MB	“Used Cell Phone. 30-Day Return Guarantee.  There are some scratches and wear on the housings and ...Read moreabout the seller notes“Used Cell Phone. 30-Day Return Guarantee.  There are some scratches and wear on the housings and screen.  (SEE PICS). Works great.”Read Lessabout the seller notes	Without Contract	NOKTA1295	TA-1295		1 Month												No																																																																																																																																																																					
https://www.ebay.com/itm/225581112625?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Octa Core	6.82 in	Blue	microSDXC		Single SIM	Nokia	Unlocked	Nokia G50	USB Type-C, 5G, Bluetooth, Wi-Fi, GPS	Bar	Android		128 GB	5.0 MP, 48.0 MP, 2.0 MP	4 GB			F16BYA1022007, TA-1390						Qualcomm Snapdragon 480	6438409066817																																																																																																																																																																													
https://www.ebay.com/itm/285285242982?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		2.4 in	White	MicroSDHC	Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	Nokia	Unlocked	Nokia 6300 4G	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	KaiOS	Internet Connectivity	4 GB	0.3 MP	512 MB		Without Contract	16LIOW11A01						Qualcomm Snapdragon 210																																																																																																																																																																														
https://www.ebay.com/itm/285278962003?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Octa Core	6.82 in	Blue	microSDXC		Single SIM	Nokia	Unlocked	Nokia G50	USB Type-C, 5G, Bluetooth, Wi-Fi, GPS	Bar	Android	Proximity Sensor, E-compass, Gyro Sensor, Accelerometer, Ambient Light Sensor, Ultra Wide-Angle Camera, Fingerprint Sensor, Triple Rear Camera	128 GB	5.0 MP, 48.0 MP, 2.0 MP	4 GB			F16BYA1022007, TA-1390					0683346598501	Qualcomm Snapdragon 480																																																																																																																																																																														
https://www.ebay.com/itm/304924265376?nordt=true&orig_cvip=true&rt=nc	Used			Black			Single SIM	Nokia		Lumia 625					8 GB			"“Fully Working Ready to Activate!

Listing Title Contains Important Information:
Brand, Model, ...Read moreabout the seller notes“Fully Working Ready to Activate!

Listing Title Contains Important Information:
Brand, Model, Storage Capacity, Model # and (Network Carrier) The network carrier will be in parentheses in the title. Please be sure to check the title for this information.

Cosmetic Condition: Fair
The screen will have many light scratches and/or areas of obvious deep scratches. The body may have many deep scratches, large dents, corner dings, and other signs of heavy wear. The wear is purely cosmetic; this is a fully working device. A case and tempered screen protector will easily cover the wear and tear.

Included:
Device & Battery only

Not Included:
Manual, SD Card, SIM Card, Charger, Data Cable

This device's functionality is fully guaranteed. If issues are found, other than those mentioned in this listing, we replace or refund free!”Read Lessabout the seller notes"			625.1																																																																																																																																																																																			
https://www.ebay.com/itm/165512743164?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab							Nokia	AT&T						Unknown				Without Contract	Not Applicable	5165		None	Korea, Republic of	Does not apply								Blue		No																																																																																																																																																																					
https://www.ebay.com/itm/285228573856?nordt=true&orig_cvip=true&rt=nc	Used	Single Core	1.7 inches		no	Factory Unlocked	Single SIM	Nokia	Unlocked		2G, Bluetooth	Slider	Symbian	Bluetooth Enabled, FM Radio, Music Player	64MB	0.5MP	<64	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. This phone is A++ condition . It looks like brand new. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	Nokia 8800	GSM 900 / 1800 / 1900 GSM 850 / 1800 / 1900 - Nokia 8801 for US	1 Year																																																																																																																																																																																	
https://www.ebay.com/itm/185869336144?nordt=true&orig_cvip=true&rt=nc	Used	Qualcomm 8909 Mobile Platform	2.8 in	Black	MicroSDHC	Network Locked	Single SIM	Nokia	Verizon	Nokia 2720	4G	Flip	KaiOS	2MP Camera with Flash, Google Assistant built-in, Hearing Aid Compatible, Bluetooth Enabled, Wi-Fi Capable	4 GB	2.0 MP	512MB	“Phone is tested and fully functional with a CLEAN IMEI for activation with Verizon Wireless.We use ...Read moreabout the seller notes“Phone is tested and fully functional with a CLEAN IMEI for activation with Verizon Wireless.We use A/B/C/D grading to describe cosmetic conditions. This device is in B Grade, meaning it's in good cosmetic condition. The housing has some light scuffing and the screen also has some scratches, but they are not easily visible when the screen is turned on, and they do not affect the phone's functionality. Please refer to the included photos for an accurate assessment of the device's cosmetic condition. Included: Phone and Battery Only. Not Included: Manual, SD Card, SIM Card, Charger, Data Cable.”Read Lessabout the seller notes	Without Contract	NOKTA1295	TA-1295		1 Month												No																																																																																																																																																																					
https://www.ebay.com/itm/185893777278?nordt=true&orig_cvip=true&rt=nc	For parts or not working: An item that does not function as intended and is not fully operational. ...Read moreabout the conditionFor parts or not working: An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details.See all condition definitionsopens in a new window or tab	Octa Core		Blue		Network Locked	Single SIM	Nokia	unknown	Nokia 8.3 5G	5G	Bar	Android	Bluetooth Enabled, Camera, GPS	128 GB	48.0 MP	6 GB							Unknown																																																																																																																																																																																
https://www.ebay.com/itm/125929187027?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		2.5 in					Nokia	Unlocked	Nokia 7160	Micro USB				512 MB	2.0 MP																	Black																																																																																																																																																																							
https://www.ebay.com/itm/394511253357?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Dual Core	2.4 in	Black，Yellow	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	Nokia	Unlocked	Nokia 8110	Bluetooth, Wi-Fi	Slider	KaiOS	Camera, Color Screen, Geotagging	4 GB	2.0 MP	512 MB		Without Contract		Nokia 8110 4G		1 Year	China		NOKIA 8110 4G																																																																																																																																																																														
https://www.ebay.com/itm/325654507929?nordt=true&orig_cvip=true&rt=nc	Used			Black and Beige ( Off White )				Nokia	Unlocked	3300b					NA			“Works perfectly. Some minor wear/marks around the body. Screen has scuffs. No breaks or cracks”																																																																																																																																																																																						
https://www.ebay.com/itm/134541966994?nordt=true&orig_cvip=true&rt=nc	Open box: An item in excellent, new condition with no wear. The item may be missing the original ...Read moreabout the conditionOpen box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.See all condition definitionsopens in a new window or tab		2.4 in	Rose Gold	MicroSDHC		Single SIM	Nokia	Unlocked	Nokia 225 4G	Bluetooth, 4G, Micro USB	Bar			128 MB	0.3 MP	64 MB			TA1282																																																																																																																																																																																				
https://www.ebay.com/itm/155030231077?nordt=true&orig_cvip=true&rt=nc	For parts or not working			Black		Factory Unlocked		Nokia		C6					9 KB	8.0 MP		“Touch sensor not working well!”						Hungary	Does not apply																																																																																																																																																																															
https://www.ebay.com/itm/165699622122?nordt=true&orig_cvip=true&rt=nc	Used	Single Core		Black		Network Locked		Nokia	AT&T	Nokia Lumia 900		Bar			16 GB			“Like new.”		65367, LUMIA900ATT-BLACK					0639767421720																																																																																																																																																																															
https://www.ebay.com/itm/125926702328?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Unisoc UMS9117	2.4 in	Blue	MicroSD	Factory Unlocked		Nokia	Unlocked	Nokia 225	4G	Bar	S30+	Bluetooth Enabled, Camera, Global Ready	.13GB	.3MP	64/128MB		Without Contract		TA-1282			China																		Unit																																																																																																																																																														
https://www.ebay.com/itm/144187919739?nordt=true&orig_cvip=true&rt=nc	Used	Single Core	2 in		MicroSD	Unlocked	Single SIM	Nokia		Nokia 2730 classic	Micro USB	Bar	Symbian	Bluetooth Enabled, Color Screen, FM Radio, GPS, MMS (Multimedia Messaging), MP3 Player	30 MB	2.0 MP	32MB	“This phone has been Refurbished to 100% working order, Just like a 100% new one! This is a AAA+ ...Read moreabout the seller notes“This phone has been Refurbished to 100% working order, Just like a 100% new one! This is a AAA+ Stock item, meaning unit is in good cosmetic condition and NO minor scrapes or scratches! 1 year warranty, include OEM new charger, USB Cable & batteryBox.”Read Lessabout the seller notes	Without Contract	002P021, 2730US, 2730CLSCBLKULK	Nokia 2730c Classic		1 year	China	Does not apply								Black																																																																																																																																																																							
https://www.ebay.com/itm/185624547872?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Black				FAR		Does Not Apply	Micro-USB			Mount						LG, MOTOROLA, 7746TMAX, SAMSUNG, FERRI, NOKIA, XIAOMI, TELEFONO																																																																																																												tmddotda	NONE	no	CN (Origine)																																																																					
