Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Last_Sale
Original Nokia 5310 XpressMusic Unlocked Phone Bluetooth WORLDWIDE Cell Phone	$27.98	$0.00	9	$251.82	https://www.ebay.com/itm/314375576876?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
Nokia Job Lot 15 Cell Phones (Untested) Vintage Classic 2G Mobile Phones	$54.73	$9.99	1	$54.73	https://www.ebay.com/itm/225526117358?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
Nokia N-Gage Game Deck - Silver (Unlocked) Cellular Phone FREE SHIPPING	$124.00	$0.00	1	$124.00	https://www.ebay.com/itm/394579959877?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
NOKIA 2.3 32GB TA-1214 Unlocked Smartphone  - Charcoal- New	$92.60	$0.00	5	$463.00	https://www.ebay.com/itm/275557180855?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
⚡️NOKIA 2.3 32GB TA-1214 Unlocked Smartphone  - Charcoal 🆕	$89.90	$0.00	1	$89.90	https://www.ebay.com/itm/304922989318?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
Nokia 6300	$29.20	$6.99	15	$437.96	https://www.ebay.com/itm/403460241786?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
Nokia 6220 ORIGINAL RETRO BRAND USED Very Rare - For Collectors	$45.00	$0.00	1	$45.00	https://www.ebay.com/itm/225459747211?nordt=true&orig_cvip=true&rt=nc	May 28, 2023
"Nokia 106 TA-1190 Edition Basic Button 4MB 1.77"" Unlocked Mobile Phone"	$28.99	$11.37	3	$86.97	https://www.ebay.com/itm/144917956551?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia X100 5G X100 - Unlocked - 128GB - Please read - Fair Z23	$32.99	$0.00	1	$32.99	https://www.ebay.com/itm/225594407514?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia X100 5G X100 - Unlocked - 128GB - Please read - Fair Z66	$32.99	$0.00	1	$32.99	https://www.ebay.com/itm/225594407571?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
NOKIA E SERIES E90 Communicator Black Symbian GPS Business Unlocked Smartphone	$276.29	$0.00	2	$552.58	https://www.ebay.com/itm/255958446102?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 8810 Chrome	$115.00	$25.00	1	$115.00	https://www.ebay.com/itm/385551765295?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
"Nokia 225 4G TA-1282 Black Single-SIM Bluetooth 2.4"" Display Keypad Cell Phone"	$25.37	$10.64	13	$329.87	https://www.ebay.com/itm/334858055174?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia N-Gage QD mobile phone, handheld game console (Faulty)	$40.00	$5.00	1	$40.00	https://www.ebay.com/itm/285304569651?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6300 4G Cell Phone - White (Unlocked) (Dual SIM) - Excellent Condition	$23.00	$10.65	1	$23.00	https://www.ebay.com/itm/145094386623?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
NOKIA G20 TA1343 Blue 128gb Dual-Sim UNLOCKED  Smartphone! BRAND NEW	$124.99	$0.00	1	$124.99	https://www.ebay.com/itm/266259185755?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6300 4G Cell Phone - Charcoal (Unlocked) (Dual SIM)	$45.00	$0.00	1	$45.00	https://www.ebay.com/itm/285303252817?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
1061.Nokia N90 Very Rare - For Collectors - For Parts	$44.99	$16.00	1	$44.99	https://www.ebay.com/itm/165594365802?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia XR20 TA-1371 128GB Dual Sim GSM Unlocked Phone - Ultra Blue (Very Good)	$338.55	$0.00	35	$11,849.32	https://www.ebay.com/itm/354021762545?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
"USED -Nokia 8.1 TA-1119 64GB Blue (FACTORY UNLOCKED) 6.18"" 4GB RAM AT&T"	$60.00	$11.99	1	$60.00	https://www.ebay.com/itm/285150106538?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
"Original Refurbished N300 Unlocked Nokia Asha 300 5MP Camera 3G Phone 2.4"" MP4"	$49.13	$0.00	3	$147.38	https://www.ebay.com/itm/144205533653?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia G50 - 128GB - Black (Single SIM) parts only	$35.51	$5.29	1	$35.51	https://www.ebay.com/itm/256082643883?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
1659.Nokia X3-02 - Very Rare - For Collectors - Unlocked	$39.99	$18.00	1	$39.99	https://www.ebay.com/itm/165922803121?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia G300 - Gray - (TracFone) - Smartphone - READ DESCRIPTION!!!	$21.50	$0.00	1	$21.50	https://www.ebay.com/itm/334880793524?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6300 Dual SIM 4GB ROM + 512MB RAM Green Factory Unlocked 4G GSM Smartphone	$50.00	$0.00	1	$50.00	https://www.ebay.com/itm/145080511479?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
"Refurbished Original Nokia Asha 300 Unlocked CellPhone 5MP Touch 3G  Phone 2.4"""	$46.43	$0.00	18	$835.73	https://www.ebay.com/itm/144076558133?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6110 Navigator - Silver (Unlocked) Smartphone 6110N	$62.00	$0.00	1	$62.00	https://www.ebay.com/itm/134045420961?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia E Series E61-1 - Silver  Smartphone Rare?	$12.50	$5.70	1	$12.50	https://www.ebay.com/itm/266256762580?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6300 4G LTE Dual SIM Basic Phone, GSM Unlocked, Gray	$34.00	$0.00	1	$34.00	https://www.ebay.com/itm/256079187025?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 1110 Mobile Phone Unlocked GSM 900/1800 cheap cell phone +1 Year WARRANTY	$18.63	$0.00	4	$74.50	https://www.ebay.com/itm/225500408872?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 105 (2017) - Blue (Unlocked) Cellular Phone (Dual SIM)	$12.50	$0.00	1	$12.50	https://www.ebay.com/itm/175737535374?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
"Unlocked Nokia 2780 2.7"" Flip Phone TA-1420 4G LTE KaiOS 3.1"	$35.00	$6.22	1	$35.00	https://www.ebay.com/itm/304948552472?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6800 - Very Rare - In Box - For Collectors	$65.00	$25.00	1	$65.00	https://www.ebay.com/itm/374704280449?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 7280 tested working sold as parts or repair outer condition not good	$53.00	$20.00	1	$53.00	https://www.ebay.com/itm/134548398574?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia G20 - 128GB -(Unlocked) (Dual SIM) 4G LTE GSM Night Blue	$114.50	$9.98	1	$114.50	https://www.ebay.com/itm/304946303307?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
"Nokia 3310 4G LTE 512MB Rom 256MB RAM Original Unlocked 2.4"" Phone"	$55.47	$0.00	1	$55.47	https://www.ebay.com/itm/195683210200?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia Lumia 635 RM-1018 Smartphone White - ASIS - Lot of 5 	$20.94	$8.40	1	$20.94	https://www.ebay.com/itm/134172494205?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 8 V 5G UW TA-1257 64GB Black (Verizon Unlocked) LTE WiFi Smartphone A 3187	$94.95	$0.00	1	$94.95	https://www.ebay.com/itm/175741845549?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Original Nokia 1100 2G GSM 900/1800 Unlocked Classic Phone 1 Year WARRANTY	$12.59	$7.00	4	$50.36	https://www.ebay.com/itm/145027473332?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Original Nokia 1110 1110i GSM 2G Unlocked HOT SALE GSM900/1800 +1Year WARRANTY	$14.39	$6.16	17	$244.62	https://www.ebay.com/itm/385327587243?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
NOKIA LUMIA 1520 USED for AT&T network	$45.00	$0.00	1	$45.00	https://www.ebay.com/itm/125927011975?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Unlocked Original Nokia E72 3G Bluetooth 5MP GPS WIFI  FM radio Bar Mobile Phone	$46.00	$0.00	1	$46.00	https://www.ebay.com/itm/364246613969?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia G20 - 128GB - Night (Unlocked) (Dual SIM)	$100.00	$12.55	1	$100.00	https://www.ebay.com/itm/175745842032?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6300 4G LTE Dual SIM Basic Phone, GSM Unlocked, Gray	$50.00	$0.00	1	$50.00	https://www.ebay.com/itm/266261223041?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6300 4G LTE Dual SIM Basic Phone, GSM Unlocked, White	$36.00	$0.00	1	$36.00	https://www.ebay.com/itm/256078936058?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia G400 5G (TA-1448) 64GB - Black (T-Mobile) CRACKED - Clean IMEI - Q2322	$39.99	$0.00	1	$39.99	https://www.ebay.com/itm/145033949622?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 1110 1110i Dualband 2G GSM 900/1800 Original Mobilephone Classic Barphone	$27.99	$0.00	1	$27.99	https://www.ebay.com/itm/234038438976?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 8 V 5G UW TA-1257 64GB Verizon Fair Condition Check IMEI 	$64.95	$0.00	1	$64.95	https://www.ebay.com/itm/374648132896?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Brand New Nokia Microsoft Lumia 640 XL - 8GB - Unlocked Smartphone/Black/8GB FF	$64.99	$0.00	2	$129.98	https://www.ebay.com/itm/364000668769?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia Asha 311 - White (Unlocked) Mobile Phone	$41.12	$14.95	1	$41.12	https://www.ebay.com/itm/225555906613?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Original NOKIA 6600 Bluetooth Camera Unlocked GSM Triband Mobile Phone White	$48.00	$0.00	2	$96.00	https://www.ebay.com/itm/165879640181?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 6700 Classic 6700c 3G GPS Mobile Phone Unlocked 5MP Bluetooth New Sealed	$71.43	$6.50	10	$714.30	https://www.ebay.com/itm/385382392211?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 8210 Mobile Phone Unlocked GSM900/1800MHz cheap cellphone +1 Year WARRANTY	$31.33	$0.00	13	$407.32	https://www.ebay.com/itm/334809633425?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 8310 - Dark Blue Cellular Phone unlocked for all network mobile phone	$29.20	$3.99	5	$146.00	https://www.ebay.com/itm/125084408910?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 9500 communicator rare collectors phone 	$65.00	$20.00	1	$65.00	https://www.ebay.com/itm/134581450656?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Unlocked Original Nokia 800 Tough 4G LTE GPS WIFI 2.0MP Camera Mobile Phone	$121.87	$0.00	2	$243.74	https://www.ebay.com/itm/354720731227?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Brand New in Box Nokia Lumia 830 16GB Unlocked Smartphone Windows WF	$71.99	$0.00	1	$71.99	https://www.ebay.com/itm/385146951933?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 5.4 TA-1333 128GB Dual Sim GSM  Android Polar Night  Smartphone User Lock	$29.00	$0.00	1	$29.00	https://www.ebay.com/itm/404302822167?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia C12 Pro Android Smartphone, Dual SIM, All Day Battery Life, 5GB RAM,	$135.31	$0.00	2	$270.62	https://www.ebay.com/itm/204322825394?nordt=true&orig_cvip=true&rt=nc	May 27, 2023
Nokia 8850 Original Mobile Phone English Russian Arabic keyboard 2G GSM 900/1800	$68.94	$0.00	4	$275.76	https://www.ebay.com/itm/353752842467?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Cheap Unlocked Original NOKIA C2-05 Slide GSM 900/1800 Bluetooth Mobile Phone	$32.25	$0.00	9	$290.26	https://www.ebay.com/itm/274767555284?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia C2 Tava (TA-1218) 32GB - Blue (GSM Unlocked) (Cricket) Smartphone - K3055	$37.99	$0.00	1	$37.99	https://www.ebay.com/itm/145092347470?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 3210 Cell Phone Gray (Untested) Vintage Classic Button 2G Mobile Phone	$16.66	$9.99	1	$16.66	https://www.ebay.com/itm/225577576379?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia G100 (N150DL) 32GB - Blue (TracFone) Smartphone - CHECK IMEI? - K2639	$51.99	$0.00	1	$51.99	https://www.ebay.com/itm/145068084893?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia X Series X2-00 - Black red (Unlocked) Cellular Phone	$21.00	$9.00	1	$21.00	https://www.ebay.com/itm/374688050143?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Unlocked Original Nokia E66 3G WIFI GPS Bluetooth 3.15MP MP3 Slider Mobile Phone	$49.21	$4.00	2	$98.42	https://www.ebay.com/itm/185407478480?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 3V 16GB Blue Smartphone (Locked to Verizon Prepaid only) Model#TA-1153	$68.71	$7.49	17	$1,168.07	https://www.ebay.com/itm/124573062196?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 3510i Job Lot 2 Cell Phones Blue (Untested) Classic Basic 2G Mobile Phone	$13.68	$6.50	1	$13.68	https://www.ebay.com/itm/225553071180?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
"Verizon Nokia 3 V Prepaid Smartphone 6.26"" HD+ Display 13 MP Camera - Blue"	$39.99	$0.00	1	$39.99	https://www.ebay.com/itm/225562174656?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 6102i - Black and Silver (Cingular ) Cellular Flip Phone Untested	$7.19	$4.49	1	$7.19	https://www.ebay.com/itm/385607469212?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Original Nokia 1100 2G GSM 900/1800 Unlocked Classic Phone + 1 Year WARRANTY	$21.84	$0.00	6	$131.06	https://www.ebay.com/itm/145067452288?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia G20 TA-1343 Blue Dual Sim 128 GB 4 GB RAM Unlocked Android Smartphone	$96.79	$0.00	1	$96.79	https://www.ebay.com/itm/334855261599?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Original Nokia 5110 2G GSM 900 Unlocked Cellphone High Quality Old Mobile Phone	$37.00	$15.75	4	$148.01	https://www.ebay.com/itm/164687601492?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia C100 - Blue - (Verizon) - Smartphone - READ DESCRIPTION!!!	$19.99	$0.00	1	$19.99	https://www.ebay.com/itm/334879792057?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 6510 Unlocked Collectors Item Rare	$15.00	$15.00	1	$15.00	https://www.ebay.com/itm/175736392740?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
As-is Google Locked Nokia G20 TA-1343 - 128 GB - (Unlocked) Dual Sim Smartphone	$64.00	$0.00	1	$64.00	https://www.ebay.com/itm/275870282828?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia G20 - 128GB - Night (Unlocked) (Dual SIM) *BRAND NEW*	$125.00	$0.00	1	$125.00	https://www.ebay.com/itm/275853155845?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
"Nokia 5.4 (RAM 4GB, 64GB) 6.39""Display 48+5+2MP Camera Dual SIM GoogleplayPhone"	$80.00	$0.00	1	$80.00	https://www.ebay.com/itm/234462122915?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia G100 - Blue - (TracFone) - Smartphone - WORKS GREAT!!!	$39.00	$0.00	1	$39.00	https://www.ebay.com/itm/334879677425?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia C200 - Gray - (Boost Mobile) - Smartphone - WORKS GREAT!!!	$19.99	$0.00	1	$19.99	https://www.ebay.com/itm/334879676012?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
"Nokia G50 5G Android 11 Unlocked 4/128GB 6.82"" Ocean Blue, TA-1390 -read pls"	$86.00	$9.85	1	$86.00	https://www.ebay.com/itm/304907065614?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 105 4G- Red, Dual SIM-4G VoLTE - HD Voice Calls, USB 2.0, Jack 3.5mm	$49.76	$16.50	4	$199.04	https://www.ebay.com/itm/144461323137?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
(AG) NOKIA 8.3 5G, 128GB (UNKNOWN CARRIER) AS IS - Please Read Description	$10.50	$0.00	1	$10.50	https://www.ebay.com/itm/185907914225?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia C21 Plus Smartphone (Unlocked) 13MP camera. 2GB RAM. 32GB storage 4G LTE. 	$54.00	$6.22	1	$54.00	https://www.ebay.com/itm/225586155258?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 8265 AT&T Gray - ASIS (JX-3059) O1-6D	$13.94	$0.00	1	$13.94	https://www.ebay.com/itm/134513846326?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia X Series X3-00	$31.05	$15.00	3	$93.15	https://www.ebay.com/itm/403537046761?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 108 Dual-Sim Cell Phone Black (Unlocked) Classic Button 2G Mobile Phone	$22.94	$0.00	1	$22.94	https://www.ebay.com/itm/225491783555?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
As-is Google Locked Nokia G50 5G 128GB TA-1390 Factory Unlocked Dual Sim	$62.00	$0.00	1	$62.00	https://www.ebay.com/itm/275871700991?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Microsoft Nokia Lumia 950 32GB 4G LTE AT&T Unlocked Smartphone | RM-1105	$34.50	$12.51	22	$759.00	https://www.ebay.com/itm/234629907685?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Brand new sealed Nokia 3310 3G GSM Unlocked Cell Phone Charcoal Bar 	$60.00	$3.99	1	$60.00	https://www.ebay.com/itm/354798387887?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Total Wireless TCL 30 Z 4G LTE Prepaid Smartphone  32GB  Black New	$27.96	$0.00	7	$195.72	https://www.ebay.com/itm/204338318231?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Original Nokia 3310 blue Unlocked 2G GSM 900/1800 Cellular Phone	$24.85	$0.00	14	$347.90	https://www.ebay.com/itm/145061376885?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia G400 5G - 64GB - Meteor Gray (T-Mobil ) BRAND NEW SEALED	$119.00	$17.05	1	$119.00	https://www.ebay.com/itm/404306762824?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia X Dual Sim RM-980 (Unlocked) 3G Smartphone - Black, 4GB	$17.80	$0.00	1	$17.80	https://www.ebay.com/itm/144803508143?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Unlocked Original Nokia E72 3G Bluetooth 5MP GPS WIFI  FM radio Bar Mobile Phone	$53.24	$0.00	1	$53.24	https://www.ebay.com/itm/166077521061?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia Lumia 635 Blue RM975-CU-BU-07A	$16.99	$0.00	2	$33.98	https://www.ebay.com/itm/115739802896?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 215 4G (TA-1284) 2.4” 128 MB + 64 MB Dual SIM Factory Unlocked - Black	$79.09	$0.00	11	$869.99	https://www.ebay.com/itm/304000008663?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
"Nokia 2 V Tella NOKTA1221PPSKU 5.45"" 16GB Storage 2GB RAM Blue 4G LTE - Prepaid"	$38.75	$0.00	2	$77.49	https://www.ebay.com/itm/234908998828?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia 1110i 1110 2G unlocked work with all sim cards in all countries 	$23.29	$0.00	16	$372.62	https://www.ebay.com/itm/384775080309?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Original Nokia E72 3G Bluetooth 5MP BLACK Gray GPS WIFI 2G Mobile Phone Unlocked	$47.94	$0.00	1	$47.94	https://www.ebay.com/itm/166078034484?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia C100 - 32GB - Black (TracFone) (Single SIM) Model N152DL	$32.00	$0.00	2	$64.00	https://www.ebay.com/itm/394536433950?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
Nokia G300 - 64GB - Meteor Gray (Unlocked) (Single SIM)	$80.00	$0.00	1	$80.00	https://www.ebay.com/itm/145103279929?nordt=true&orig_cvip=true&rt=nc	May 26, 2023
5x Job Lot Bundle Mobile Phones HTC Nokia Motorola	$8.00	$13.00	1	$8.00	https://www.ebay.com/itm/285287586398?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
NEW Nokia 6085 Very Rare - For Collectors - Still In Plastic	$29.99	$6.65	1	$29.99	https://www.ebay.com/itm/285248505544?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
NOKIA 3330 vintage rare phone mobile	$18.85	$13.84	1	$18.85	https://www.ebay.com/itm/125941225014?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 3310 Navy blue Unlocked 2G GSM 900/1800  Mobile Phone - with Snake II Game	$26.49	$28.51	55	$1,456.74	https://www.ebay.com/itm/225325569462?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 106 unlocked 2G network mobile phone flashlight cell phone 	$20.99	$0.00	1	$20.99	https://www.ebay.com/itm/403733771276?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
As-is Locked Nokia G10 TA-1338 Blue 32GB 3GB RAM Dual Sim Unlocked Smartphone A2	$35.00	$0.00	1	$35.00	https://www.ebay.com/itm/275870374412?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 6300 4G Cell Phone - Charcoal (Unlocked) (Dual SIM)	$30.00	$4.00	1	$30.00	https://www.ebay.com/itm/275710382188?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 110 4G with Volte HD Calls, Up to 32GB External Memory, FM Radio (	$59.17	$0.00	2	$118.33	https://www.ebay.com/itm/203818037607?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 2.2 TA-1179 Black 4G LTE- ASIS (JX-106)	$13.94	$0.00	1	$13.94	https://www.ebay.com/itm/134359168922?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia G400 TA-1448 64GB MetroPCS Fair Condition Check IMEI GL	$74.97	$0.00	1	$74.97	https://www.ebay.com/itm/225570820387?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Original Nokia 3250 XpressMusic Symbian OS Music Phone 2G GSM 900 1800 1900	$75.19	$15.00	1	$75.19	https://www.ebay.com/itm/165065712400?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Unlocked Nokia 5310 XpressMusic GSM Bluetooth Radio Mobile Phone Cell Phone	$29.00	$0.00	3	$87.00	https://www.ebay.com/itm/385164242186?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 6300 4G Cell Phone - Charcoal (Unlocked) (Dual SIM)	$44.88	$0.00	1	$44.88	https://www.ebay.com/itm/394642391508?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 225 4G TA-1282 Black 2.4 in LCD Display 128MB 64MB RAM Storage Cell Phone	$12.00	$6.40	1	$12.00	https://www.ebay.com/itm/204348534711?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
"T-Mobile Nokia X100 5G 128GB 48MP 6.7"" Smart Phone || Simple METRO Lyca TELLO"	$49.00	$6.95	1	$49.00	https://www.ebay.com/itm/334874935583?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 3310 3G - Azure (Unlocked) Cellular Phone	$25.00	$5.40	1	$25.00	https://www.ebay.com/itm/204341536979?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 3310 3G - Warm Red (Unlocked) Cellular Phone	$27.00	$5.85	1	$27.00	https://www.ebay.com/itm/204341535188?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
"Nokia C100 Black TFNKN152DCP 5.45"" 32GB 3GB RAM LTE TracFone Tracphone Prepaid"	$23.12	$0.00	2	$46.24	https://www.ebay.com/itm/256081994482?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 3109 classic 2G  network unlocked keyboard phone for old people students	$18.00	$7.00	1	$18.00	https://www.ebay.com/itm/354157327680?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia N8-00 16GB- Black (Unknown Carrier) READ BELOW	$24.95	$0.00	1	$24.95	https://www.ebay.com/itm/134521401633?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 3310 - Blue Cellular Phone - Untested with Battery	$20.00	$5.85	1	$20.00	https://www.ebay.com/itm/325602933093?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
NOKIA LUMIA 1520 (AT&T) CLEAN ESN, WORKS, PLEASE READ! 51115	$50.36	$0.00	1	$50.36	https://www.ebay.com/itm/175377200400?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
nokia 1100 unlocked keyboard phone 	$21.78	$0.00	10	$217.81	https://www.ebay.com/itm/354043876928?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia G300 - 64GB - Meteor Gray - 5G - (Single SIM)	$70.00	$12.55	1	$70.00	https://www.ebay.com/itm/125935970483?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
"Unlocked Nokia 800 Tough 4G  WIFI KaiOS 2.4"" Flashlight Rugged CellPhone-Desert"	$132.06	$5.00	2	$264.12	https://www.ebay.com/itm/275850953442?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 225 4G - TA-1282 - Black (Unlocked) 4G LTE GSM Global Basic Cell Phone	$31.17	$11.47	186	$5,798.14	https://www.ebay.com/itm/404136448813?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia - G20 128GB (Unlocked) - Night [TA-1343]	$83.00	$0.00	1	$83.00	https://www.ebay.com/itm/134577312280?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
"Nokia 1.3 Fully Unlocked Smartphone /w 5.7"" HD+ Screen AI-Powered 8 MP, Charcoal"	$43.00	$0.00	1	$43.00	https://www.ebay.com/itm/134577298354?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia 225 4G - TA-1282 - Black (Unlocked) 4G LTE GSM Global Basic Cell Phone	$30.00	$0.00	1	$30.00	https://www.ebay.com/itm/285299339476?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia X10 TA-1332 DS 128GB 6GB RAM 5G Dual (Global) Unlocked GSM (Forest Green)	$190.00	$0.00	1	$190.00	https://www.ebay.com/itm/166007362572?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
Nokia G400 5G - 64GB - Meteor Gray (T-Mobil ) BRAND NEW SEALED	$100.00	$0.00	1	$100.00	https://www.ebay.com/itm/404297019327?nordt=true&orig_cvip=true&rt=nc	May 25, 2023
