Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Last_Sale	Condition	Processor	Screen Size	Color	Memory Card Type	Lock Status	SIM Card Slot	Brand	Network	Model	Connectivity	Style	Operating System	Features	Storage Capacity	Camera Resolution	RAM	Seller Notes	Contract	MPN	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	NFC	Dual-Band	FM	DLNA	EDGE	GPS	HDMI Micro	Headphone Jack	Infrared	Lightning	Quad-Band	Tri-Band	WAP	WCDMA
Nokia G100 128GB Blue Unlocked	69.0	0.0	1	69.0	https://www.ebay.com/itm/204337062776?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	NOKIA G100	Micro USB	Bar	Other	Internet Connectivity	128.0	9.165085388994308	5.2053941908713695	"“""Used: Like-New"" - The item has been previously owned but shows very little use but shows some sign ...Read moreabout the seller notes“""Used: Like-New"" - The item has been previously owned but shows very little use but shows some sign of use and is thus not listed as ""Open-Box / New-Other."" This may include the power cord being unraveled, very minor cosmetic signs, or other minor overall wear.”Read Lessabout the seller notes"	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Original Nokia 208 Dual SIM 1.3MP Camera Bluetooth MP3 3G Unlocked Mobile Phone	38.75	5.49	2	77.49	https://www.ebay.com/itm/304467405238?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	2.4	Black	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 208	2G, 3G, Bluetooth	Bar	Other	3G Data Capable, Dual SIM,, Bluetooth Enabled, Camera, Music Player	256.0	1.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order.”Read Lessabout the seller notes	Without Contract	Does Not Apply	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 6300 4G Cell Phone - Charcoal (Unlocked) (Dual SIM)	44.88	0.0	2	89.76	https://www.ebay.com/itm/394622956964?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	2.4	Charcoal	MicroSDHC	Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	nokia	Unlocked	Nokia 6300 4G	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	Other	Internet Connectivity	4.0	0.0	8.0	“Tested. Great Shape.”	Without Contract	16LIOB11A03	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 6.1 (TA-1068) 32GB - Black (GSM Unlocked) Dual SIM Smartphone - Q2727	49.99	0.0	1	49.99	https://www.ebay.com/itm/145051147308?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Octa Core	5.5	Black	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 6.1	Bluetooth, 4G, 3G, Wi-Fi, 2G, GPRS, LTE	Bar	Android	Sim Free, Streaming Video, NFC Connectivity, Wi-Fi Capable, Speakerphone, GPS, Polyphonic Ringtones, Nano SIM, 4K Video Recording, Accelerometer, Ambient Light Sensor, Camera, Fingerprint Sensor, Fast Charging, EDGE, Bluetooth Enabled, Proximity Sensor, Front Camera, Gyro Sensor, Digital Compass, Internet Connectivity, Global Ready, Color Screen, Video Calling, Rear Camera, Voice-Activated Dialing, Barometer, Music Player	32.0	16.0	3.0	“The phone is fully functional and works great. Please read the full description.”	Without Contract	TA 1045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nokia Lumia 830 16GB Black (Unlocked) Fair Condition	34.97	7.5	9	314.73	https://www.ebay.com/itm/225490076354?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Quad Core	3.7637822239322816	Black	MicroSD	Network Unlocked	Single SIM	nokia	Unlocked	Nokia Lumia 830	Micro USB	Bar	Other	Internet Connectivity	16.0	10.0	1.0	“This phone is Unlocked for use with GSM carriers and cannot be used with CDMA carriers such as ...Read moreabout the seller notes“This phone is Unlocked for use with GSM carriers and cannot be used with CDMA carriers such as Verizon or Sprint. Phone has been fully tested and reset to factory settings by a certified technician and is in fair cosmetic condition with moderate wear and tear including scratches, scuffs, dings and blemishes present. Comes with a compatible USB cable and wall adapter. No SIM card is included.”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia Lumia 1520 Wifi 16 / 32GB Unlocked Mobile Phone	134.76	0.0	1	134.76	https://www.ebay.com/itm/145071966541?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Quad Core	3.7637822239322816	Multi-Color	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia Lumia 1520	Micro USB	Bar	Other	Bluetooth Enabled, Music Player, Wi-Fi Capable, Near Field Communication, 3G Data Capable, 4G Data Capable, Touchscreen	32.0	20.0	2.0	“The item was used, and been restored to 100% functional condition, new apperance”	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 225 | GSM Unlocked Mobile Phone | 4G | Blue	7.99	5.99	1	7.99	https://www.ebay.com/itm/374706102989?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Open box	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	Not Available	Micro USB	Bar	Other	Internet Connectivity	88.56291056088934	9.165085388994308	5.2053941908713695	“Product is in Brand New Condition Without Original Box or Original Box is not in New Condition”	Without Contract	902-6080554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203.Nokia 6103b Very Rare - For Collectors - Unlocked	29.99	18.0	1	29.99	https://www.ebay.com/itm/165923313443?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	2.5	Black	MicroSD	Network Unlocked	Single SIM	nokia	Unlocked	Nokia 6103b	Micro USB	Bar	Other	Internet Connectivity	512.0	2.0	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nokia C01 Plus Go Edition 5.45"" Android Smartphone Blue /32GB/ GSM/CDMA Unlocked"	40.35	0.0	43	1734.94	https://www.ebay.com/itm/394616076533?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Open box	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	C01 Plus	Micro USB	Bar	Other	Internet Connectivity	32.0	9.165085388994308	5.2053941908713695	"“This Phone Is New And Unused, But Retail Packaging Has Been Opened To Inspect And Verify Contents | ...Read moreabout the seller notes“This Phone Is New And Unused, But Retail Packaging Has Been Opened To Inspect And Verify Contents | | 
Phone Has Been Professionally Tested To Ensure Complete Functionality | | 
Phone Is Ready For Activation | |  Phone's Case Shows Virtually No Signs Of Wear  | | 
Retail Box Might Be Damaged | | Auction Does Not Include! | | Sim Card | | Any Unlisted Accessories | |”Read Lessabout the seller notes"	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 4.2 TA-1133 (Black 32GB) Unlocked Dual Sim CRACKED GLAS/BROWN STAINS	20.0	0.0	1	20.0	https://www.ebay.com/itm/385622506729?nordt=true&orig_cvip=true&rt=nc	2023-05-19	For parts or not working	Others	3.7637822239322816	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	4.2	Micro USB	Bar	Other	Internet Connectivity	32.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	CP_3_6865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia N Series N95 - Gray(Unlocked) Smartphone	42.11	0.0	1	42.11	https://www.ebay.com/itm/125805824984?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	2.6	Multicolor	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia N95	Micro USB	Slider	Other	Internet Connectivity	160.0	5.0	5.2053941908713695	“The cellphone is in good condition, sign of use, check photos please and  the screen have some rows”	Without Contract	Does Not Apply	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 6.1 TA-1045 - 32GB - Black (Unlocked) Smartphone	12.0	0.0	1	12.0	https://www.ebay.com/itm/295706913142?nordt=true&orig_cvip=true&rt=nc	2023-05-19	For parts or not working	Others	3.7637822239322816	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 6.1	Micro USB	Bar	Other	Internet Connectivity	32.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nokia G10 Blue Dual SIM 6.52"" Screen 3GB RAM 32GB Storage Android 11 Smartphone"	59.99	0.0	1	59.99	https://www.ebay.com/itm/334850991421?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Octa Core	6.5	Blue	microSDXC	Factory Unlocked	Dual SIM (SIM + SIM/Memory Card)	nokia	Unlocked	Nokia G10	Bluetooth, USB Type-C, Wi-Fi	Bar	Android	Proximity Sensor, Accelerometer, High Capacity Battery (5000 mAh or More)	32.0	9.165085388994308	2.0	“Basic testing done: Charges, powers on, holds a charge. No significant signs of use. Item ...Read moreabout the seller notes“Basic testing done: Charges, powers on, holds a charge. No significant signs of use. Item guaranteed or your money back. Unlocked”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 1209 Cell Phone Black (Unlocked) Vintage Classic Button 2G Mobile Phone	21.86	0.0	1	21.86	https://www.ebay.com/itm/225529913776?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	1.4	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 6300 4G	2G	Bar	Other	SMS	88.56291056088934	9.165085388994308	5.2053941908713695	“Please review all photos and description”	Without Contract	Nokia 1209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 9500 Communicator - Silver (Unlocked) Smartphone	111.0	40.0	1	111.0	https://www.ebay.com/itm/325450021503?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	4.5	Silver	MultiMediaCard (MMC)	Network Unlocked	Single SIM	nokia	Unlocked	Nokia 9500	Micro USB	Bar	Other	Internet Connectivity	80.0	0.0	5.2053941908713695	“This is a used Nokia 9500 Communicator in excellent condition. It is 100% functional, however it ...Read moreabout the seller notes“This is a used Nokia 9500 Communicator in excellent condition. It is 100% functional, however it has a minor visual defect that does not affect functionality (a crack in the hinge, see picture). It has been tested and all its features work perfectly.”Read Lessabout the seller notes	Without Contract	9500SLVULK, PHNK9500, 9500, NOK9500, L4237074, DGPPLTRINO95005, N9500WO, N9500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Open Box A- Nokia 110 TA-1319 GSM 2G ONLY Factory Unlocked Dual SIM  Black	18.35	0.0	4	73.4	https://www.ebay.com/itm/144810744108?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Open box	Others	1.77	Black	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 110	2G	Bar	Other	FM Radio	4.0	0.0	5.2053941908713695	““Condition: 9/10 A- Good. This item is in good condition and might have a minor sign of cosmetic ...Read moreabout the seller notes““Condition: 9/10 A- Good. This item is in good condition and might have a minor sign of cosmetic wear. The phone could have minor scratches, blemishes, or cosmetic imperfections. Our team has tested the phone and it is fully operational and functions as intended” Light Scratches on the back.”Read Lessabout the seller notes	Without Contract	Nokia 110 TA-1319 DS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia X100 TA-1399 Cellphone (Blue 128GB) MetroPCS CRACKED GLAS	50.0	0.0	1	50.0	https://www.ebay.com/itm/166093734746?nordt=true&orig_cvip=true&rt=nc	2023-05-19	For parts or not working	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	X100	Micro USB	Bar	Other	Internet Connectivity	128.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	CP_3_6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 3.1A TA1140 Cellphone (Black 32GB) AT&T	25.0	0.0	1	25.0	https://www.ebay.com/itm/166102852472?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	3.7637822239322816	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	3.1A	Micro USB	Bar	Other	Internet Connectivity	32.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	CP_3_6746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia X100 TA-1399 Cellphone (Blue 128GB) Unlocked SCRATCHED GLAS	55.0	0.0	1	55.0	https://www.ebay.com/itm/166105699723?nordt=true&orig_cvip=true&rt=nc	2023-05-19	Used	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	X100	Micro USB	Bar	Other	Internet Connectivity	128.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	CP_3_6849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia E Series E52 Black silver gold (Unlocked) WIFI GPS 3G Smartphone	44.63	12.0	3	133.89	https://www.ebay.com/itm/394361184172?nordt=true&orig_cvip=true&rt=nc	2023-05-19	New	Others	2.4	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia E52	Micro USB	Bar	Other	GPS	60.0	3.0	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	002R9R1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Original Nokia Lumia 800 3G WIFI GPS 8MP Camera 16GB Storage Unlocked Windows	53.99	15.0	2	107.98	https://www.ebay.com/itm/164290227726?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Open box	Others	3.7	Multi-Color	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia Lumia 800	Micro USB	Bar	Other	3G Data Capable, Bluetooth Enabled, GPS, Music Player, Touchscreen, Wi-Fi Capable	16.0	8.0	8.0	“An product that has been professionally restored to working”	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New Nokia C100 32GB Simple Mobile Check IMEI Lot of 5	88.94	0.0	1	88.94	https://www.ebay.com/itm/334874774599?nordt=true&orig_cvip=true&rt=nc	2023-05-18	For parts or not working	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	Nokia C100	Micro USB	Bar	Other	Internet Connectivity	32.0	9.165085388994308	5.2053941908713695	“These units have a BAD IMEI. The brand-new, unused, unopened, undamaged item is in its original ...Read moreabout the seller notes“These units have a BAD IMEI. The brand-new, unused, unopened, undamaged item is in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 8850 Unlocked Original Slide Mobile Phone Silver 2G GSM 900/1800 Java	61.23	6.59	11	673.54	https://www.ebay.com/itm/302818403824?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Open box	Others	3.7637822239322816	Gray	MicroSD	Unlocked	Single SIM	nokia	Operator	Nokia 8850	Micro USB	Slider	Other	2G	2.0	9.165085388994308	5.2053941908713695	“Renewed to new condition,  100% working and tested before ship,one year warranty!”	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 8310 New Condition - blue Red (Unlocked) Mobile Phone with seller warranty	18.0	8.0	1	18.0	https://www.ebay.com/itm/354759325524?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	1.17	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 8310	2G	Bar	Other	Internet Connectivity	9.0	9.165085388994308	5.2053941908713695	“original Phone (multiple keyboards and languages to choose ) + new charger and battery + Nokia box”	Without Contract	Does Not Apply	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 5230	32.69	0.0	3	98.08	https://www.ebay.com/itm/304392454939?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Open box	Others	3.2	Black	MicroSDHC	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 5230	3G	Bar	Other	Internet Connectivity	70.0	2.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	With Contract	002P2W7, NOKIA5230UNLOCKEDBLACK	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 5.4,128 GB,Polar Night,Unlocked,OE363	52.0	0.0	1	52.0	https://www.ebay.com/itm/166096073134?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Octa Core	6.4	Blue	microSDXC	Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	nokia	Unlocked	Nokia 5.4	USB Type-C, Bluetooth, 4G, Wi-Fi, NFC	Bar	Android	3D Depth Sensor, Quad Rear Camera, Ultra Wide-Angle Camera, Fingerprint Sensor	128.0	5.0	4.0	“Cracked Glass”	Without Contract	HQ5020M515000	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Collector’s item: Nokia N-Gage Game Deck - Silver (Unlocked) Cellular Phone	100.0	12.55	1	100.0	https://www.ebay.com/itm/314534927355?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	3.7637822239322816	Silver	MultiMediaCard (MMC)	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia N-Gage	Micro USB	Bar	Other	Internet Connectivity	3.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	N-GAGE, NOKNGAGECING, 944, NGAGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Open Box  Nokia 110 TA-1319 GSM 2G ONLY Factory Unlocked Dual SIM Radio FM Black	21.45	0.0	12	257.4	https://www.ebay.com/itm/134006203911?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Open box	Others	1.77	Black	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 110	2G	Bar	Other	FM Radio	4.0	0.0	5.2053941908713695	“10/10 A+ Good. This item has no sign of cosmetic wear. The phone has no scratches at all. The phone ...Read moreabout the seller notes“10/10 A+ Good. This item has no sign of cosmetic wear. The phone has no scratches at all. The phone is fully operational and functions as intended. This item is a store return.”This item comes in an original box with original accessories.””Read Lessabout the seller notes	Without Contract	Nokia 110 TA-1319 DS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nokia 225 4G TA-1282 Blue Single-SIM Bluetooth 2.4"" Display Keypad Cell Phone"	23.99	0.0	1	23.99	https://www.ebay.com/itm/334858069805?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	2.4	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 225 4G	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	Other	Internet Connectivity	128.0	0.0	5.2053941908713695	“Basic testing: Charges, powers on, holds a charge. No significant signs of use. Item guaranteed or ...Read moreabout the seller notes“Basic testing: Charges, powers on, holds a charge. No significant signs of use. Item guaranteed or your money back.”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 1.4 TA-1323 32GB Dual SIM GSM Unlocked Android Smartphone - Charcoal Gray	51.0	0.0	1	51.0	https://www.ebay.com/itm/275847271028?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	3.7637822239322816	Charcoal Gray	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 1.4 TA-1323	Micro USB	Bar	Other	Internet Connectivity	32.0	9.165085388994308	5.2053941908713695	“Gently used, in great working and cosmetic condition.  No scratches or any damage.  Comes with ...Read moreabout the seller notes“Gently used, in great working and cosmetic condition.  No scratches or any damage.  Comes with everything shown.  Please check IMEI for network compatibility prior to bidding.”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nokia G50 5G 128GB TA-1390 Factory Unlocked 6.82"" 4GB RAM Smartphone Ocean Blue"	78.0	0.0	1	78.0	https://www.ebay.com/itm/285280988467?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	3.7637822239322816	Blue	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	TA-1390	Micro USB	Bar	Other	Internet Connectivity	128.0	9.165085388994308	5.2053941908713695	“Gently used, in great working and cosmetic condition.  No scratches or any damage.  Comes with ...Read moreabout the seller notes“Gently used, in great working and cosmetic condition.  No scratches or any damage.  Comes with everything shown.  Works with most carriers.  Please check IMEI for network compatibility prior to bidding.”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia G10 TA-1338 Night I Dark Blue 32GB 3GB RAM Dual Sim Touchscreen Smartphone	85.0	0.0	1	85.0	https://www.ebay.com/itm/304885525945?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Octa Core	6.5	Black	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia G10	2G, 3G, 4G, Bluetooth, GPS, Wi-Fi, LTE	Bar	Android	Accelerometer, Ambient Light Sensor, Fingerprint Sensor, Face Unlock, Proximity Sensor	32.0	13.0	3.0	“This item has been used but is in excellent condition.”	Without Contract	TA-1338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nokia G50 Unlocked - 128GB - Ocean Blue  (Single SIM) (N) 156385	119.99	0.0	2	239.98	https://www.ebay.com/itm/225582142984?nordt=true&orig_cvip=true&rt=nc	2023-05-18	New	Octa Core	6.82	Blue	microSDXC	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia G50	USB Type-C, 5G, Bluetooth, Wi-Fi, GPS	Bar	Android	Internet Connectivity	128.0	5.0	4.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	F16BYA1022007, TA-1390	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nokia N-Gage Classic Need Service	80.0	13.0	1	80.0	https://www.ebay.com/itm/364199858623?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	3.7637822239322816	Silver	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	Nokia N-Gage	Micro USB	Bar	Other	Internet Connectivity	3.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nokia 215 4G Dual Sim 2.4"" UNLOCKED LTE 4G MP3 FM Radio CellPhone 128MB 64MB RAM"	53.85	0.0	1	53.85	https://www.ebay.com/itm/185892706440?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	2.4	Black	microSDHC	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 215	2G, 4G	Bar	Other	FM Radio	128.0	9.165085388994308	8.0	“This means the product has been inspected, cleaned, and repaired to meet manufacturer ...Read moreabout the seller notes“This means the product has been inspected, cleaned, and repaired to meet manufacturer specifications and is in excellent condition. fully tested before shipped”Read Lessabout the seller notes	Without Contract	Does Not Apply	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3. Nokia 3210 grey, work	31.0	8.99	1	31.0	https://www.ebay.com/itm/394625546087?nordt=true&orig_cvip=true&rt=nc	2023-05-18	Used	Others	3.7637822239322816	Gray	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	3210	2G	Bar	Other	Internet Connectivity	9.0	9.165085388994308	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
